corpus,domain,scenario_id,arm,cached,category,item,desc_match,question_match,answer_match,output_match,gaps_match,label,label_field,label_exact
domain_taxonomy_v1,semiconductor_work,S08,generic,yes,exceptions,equipment unavailable,none,none,none,field,scatter,unsupported,unsupported,missed
domain_taxonomy_v1,semiconductor_work,S08,generic,yes,automation_targets,A2: Check room availability,field,field,field,field,none,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S08,generic,yes,automation_targets,A3: Select room matching capacity and equipment needs,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S08,generic,yes,automation_targets,A5: Create or update calendar invitation,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,activities,Review test request and conditions,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,activities,Prepare evaluation setup,field,none,none,scatter,none,carried,lost,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,activities,Run verification test,field,field,field,field,field,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,activities,Collect result files,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,activities,Check result validity,field,none,field,field,none,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,activities,Summarize findings in report,none,field,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,activities,Share report for review,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,activities,Review report and request clarification if needed,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,actors,verification engineer,field,scatter,exact,exact,none,carried,carried,recovered
domain_taxonomy_v1,semiconductor_work,S01,common,yes,actors,review engineer,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S01,common,yes,actors,project owner,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S01,common,yes,systems,test execution tool,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S01,common,yes,systems,result repository,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S01,common,yes,systems,report template,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S01,common,yes,systems,email or collaboration tool,none,none,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S01,common,yes,inputs,test request,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S01,common,yes,inputs,test condition,none,scatter,scatter,scatter,scatter,recovered,missed,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,inputs,sample identifier,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,inputs,evaluation setup guide,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,outputs,test result files,field,field,exact,field,field,carried,carried,dropped
domain_taxonomy_v1,semiconductor_work,S01,common,yes,outputs,summary report,none,none,none,field,none,unsupported,unsupported,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,outputs,issue list,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,outputs,review notification,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,decisions,Are the result files complete and readable?,none,scatter,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,decisions,Do the results contain abnormal patterns?,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,exceptions,missing setup information,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,exceptions,test execution failure,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,exceptions,incomplete result files,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,exceptions,unclear abnormal pattern,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,automation_targets,A4: Collect result files,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,automation_targets,A5: Check result validity,field,none,field,field,none,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S01,common,yes,automation_targets,A6: Summarize findings in report,none,field,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,activities,Confirm measurement request and wafer identifier,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,activities,Select suitable measurement equipment,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,activities,Check equipment availability and reserve slot,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,activities,Prepare wafer according to equipment procedure,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,activities,Run measurement recipe,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,semiconductor_work,S02,common,yes,activities,Validate measurement output,none,field,field,exact,field,recovered,recovered,unsupported
domain_taxonomy_v1,semiconductor_work,S02,common,yes,activities,Upload result and notify requester,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,actors,measurement engineer,field,field,exact,exact,none,carried,carried,recovered
domain_taxonomy_v1,semiconductor_work,S02,common,yes,actors,equipment owner,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,actors,requester,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S02,common,yes,systems,measurement equipment,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,systems,equipment reservation system,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,systems,measurement result repository,field,field,exact,exact,exact,carried,carried,recovered
domain_taxonomy_v1,semiconductor_work,S02,common,yes,inputs,measurement request,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S02,common,yes,inputs,wafer identifier,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,inputs,measurement recipe,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S02,common,yes,inputs,equipment availability,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S02,common,yes,outputs,measurement result,field,exact,exact,exact,exact,carried,carried,recovered
domain_taxonomy_v1,semiconductor_work,S02,common,yes,outputs,equipment usage record,none,none,none,field,none,unsupported,unsupported,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,outputs,request completion notice,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,decisions,Which equipment is required for the requested measurement?,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,decisions,Is the equipment available and qualified?,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,decisions,Is the measurement output valid?,none,field,field,exact,field,recovered,recovered,unsupported
domain_taxonomy_v1,semiconductor_work,S02,common,yes,exceptions,equipment unavailable,none,none,none,field,field,unsupported,unsupported,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,exceptions,wafer information mismatch,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,exceptions,recipe not approved,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,exceptions,invalid measurement output,none,field,exact,field,field,recovered,recovered,dropped
domain_taxonomy_v1,semiconductor_work,S02,common,yes,automation_targets,A2: Select suitable measurement equipment,none,none,field,none,field,dropped,dropped,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,automation_targets,A3: Check equipment availability and reserve slot,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S02,common,yes,automation_targets,A6: Validate measurement output,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,activities,Identify required sample and evaluation purpose,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,semiconductor_work,S03,common,yes,activities,Submit sample transfer request,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,activities,Approve transfer request,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,activities,Physically confirm sample,none,scatter,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,activities,Move sample to target location,none,scatter,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,activities,Update sample status after evaluation,field,field,field,field,field,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,activities,Submit disposal request for completed sample,none,scatter,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,activities,Approve and record disposal,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,actors,sample requester,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,actors,sample manager,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,actors,verification engineer,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,actors,approver,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,systems,sample tracking sheet,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,systems,transfer request form,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,systems,approval system,none,scatter,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,systems,storage location registry,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,inputs,sample identifier,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,inputs,evaluation purpose,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,inputs,target location,none,scatter,none,exact,none,unsupported,unsupported,unsupported
domain_taxonomy_v1,semiconductor_work,S03,common,yes,inputs,disposal reason,none,none,none,scatter,field,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,outputs,transfer approval,none,scatter,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,outputs,updated sample status,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,outputs,disposal record,none,exact,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,outputs,physical confirmation note,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,decisions,Is the sample available and correctly identified?,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,decisions,Is disposal allowed after evaluation?,none,field,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,exceptions,sample identifier mismatch,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,exceptions,missing physical sample,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,exceptions,approval delay,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,exceptions,retention requirement,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S03,common,yes,automation_targets,A2: Submit sample transfer request,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,automation_targets,A6: Update sample status after evaluation,field,field,field,field,field,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S03,common,yes,automation_targets,A7: Submit disposal request for completed sample,none,scatter,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,activities,Register defect issue with initial evidence,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,activities,Classify issue severity and affected scope,none,scatter,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,activities,Notify related teams and assign owners,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,activities,Define root-cause hypotheses,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,activities,Plan and run follow-up experiment,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,activities,Review experiment result and select improvement action,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,activities,Assess customer risk,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,activities,Share final report and action items,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,actors,issue owner,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,actors,process engineer,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,actors,quality engineer,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,actors,customer interface owner,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,actors,manager,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,systems,issue tracking system,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,systems,experiment log,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,systems,risk report template,field,field,exact,exact,exact,carried,carried,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,systems,collaboration tool,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,inputs,defect description,none,none,exact,exact,scatter,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,inputs,sample or lot context,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,inputs,initial evidence,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,inputs,customer impact assumption,none,scatter,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,outputs,issue report,field,none,field,field,none,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,outputs,root-cause hypothesis,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,outputs,experiment plan,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,outputs,improvement action,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,outputs,customer risk summary,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S04,common,yes,decisions,Is the issue customer-impacting?,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,decisions,Does the experiment support the root-cause hypothesis?,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,exceptions,insufficient evidence,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,exceptions,unclear owner,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,exceptions,experiment delay,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,exceptions,conflicting root-cause hypotheses,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,automation_targets,A1: Register defect issue with initial evidence,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,automation_targets,A3: Notify related teams and assign owners,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S04,common,yes,automation_targets,A8: Share final report and action items,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,activities,Collect document and related change list,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,activities,Compare feature changes with document content,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,activities,Check terminology and formatting consistency,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,activities,Record comments and requested revisions,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,activities,Revise document based on comments,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,activities,Confirm revisions with feature owner,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,activities,Approve final document,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,actors,document reviewer,none,field,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,actors,feature owner,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,actors,document author,none,field,exact,exact,scatter,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,actors,approver,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,systems,document repository,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,systems,change request tracker,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,systems,review checklist,none,scatter,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,systems,commenting tool,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,inputs,specification document,exact,exact,exact,exact,none,carried,carried,carried
domain_taxonomy_v1,semiconductor_work,S05,common,yes,inputs,feature change list,none,field,exact,exact,scatter,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,inputs,previous document version,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,inputs,review checklist,none,scatter,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,outputs,review comments,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,outputs,change request list,none,none,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,outputs,approval decision,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,outputs,updated document,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,decisions,Are all feature changes reflected?,field,field,field,field,scatter,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,decisions,Are the revisions acceptable?,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,exceptions,missing change list,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,exceptions,conflicting terminology,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,exceptions,unclear feature owner,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,exceptions,unresolved comments,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S05,common,yes,automation_targets,A2: Compare feature changes with document content,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,automation_targets,A3: Check terminology and formatting consistency,none,none,scatter,none,none,dropped,missed,missed
domain_taxonomy_v1,semiconductor_work,S05,common,yes,automation_targets,A4: Record comments and requested revisions,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,activities,Prepare agenda and issue summary,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,activities,Schedule meeting with vendor,field,none,field,field,none,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,activities,Discuss improvement options,field,none,none,field,none,carried,carried,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,activities,Record decisions and open questions,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,activities,Assign action-item owners and due dates,none,none,field,exact,field,recovered,recovered,unsupported
domain_taxonomy_v1,semiconductor_work,S06,common,yes,activities,Share meeting summary,none,field,field,exact,field,recovered,recovered,unsupported
domain_taxonomy_v1,semiconductor_work,S06,common,yes,activities,Track action-item progress,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,actors,equipment engineer,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,actors,vendor representative,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,actors,meeting organizer,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,actors,action-item owner,field,field,exact,exact,field,carried,carried,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,actors,manager,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,systems,calendar system,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,systems,meeting notes,none,exact,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,systems,action-item tracker,field,field,exact,exact,exact,carried,carried,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,systems,shared document repository,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,inputs,improvement request,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,inputs,equipment issue summary,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,inputs,meeting agenda,none,none,none,exact,none,unsupported,unsupported,unsupported
domain_taxonomy_v1,semiconductor_work,S06,common,yes,inputs,vendor proposal,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,outputs,meeting minutes,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,outputs,action-item list,field,field,exact,exact,exact,carried,carried,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,outputs,owner and due date assignments,none,none,exact,field,field,recovered,recovered,dropped
domain_taxonomy_v1,semiconductor_work,S06,common,yes,outputs,updated improvement proposal,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,decisions,Is the proposed improvement technically feasible?,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,decisions,Are action items clearly owned?,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,exceptions,agenda not prepared,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,exceptions,vendor proposal incomplete,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,exceptions,unclear owner,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,exceptions,missed follow-up deadline,none,field,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S06,common,yes,automation_targets,A2: Schedule meeting with vendor,field,none,field,none,none,lost,lost,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,automation_targets,A4: Record decisions and open questions,none,none,field,none,none,dropped,dropped,missed
domain_taxonomy_v1,semiconductor_work,S06,common,yes,automation_targets,A7: Track action-item progress,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,activities,Collect meeting notes or transcript,none,scatter,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,activities,Extract decisions and action items,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,activities,Confirm unclear items with decision owners,none,field,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,activities,Draft summary email,none,field,field,exact,field,recovered,recovered,unsupported
domain_taxonomy_v1,semiconductor_work,S07,common,yes,activities,Attach or link supporting materials,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,activities,Send email to relevant recipients,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,activities,Update task tracker if needed,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,actors,meeting participant,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,actors,minute taker,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S07,common,yes,actors,decision owner,none,field,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S07,common,yes,actors,recipient,none,exact,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S07,common,yes,systems,calendar system,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,systems,meeting transcript or notes,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,systems,email client,none,none,none,exact,none,unsupported,unsupported,unsupported
domain_taxonomy_v1,semiconductor_work,S07,common,yes,systems,task tracker,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,inputs,meeting agenda,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S07,common,yes,inputs,meeting notes or transcript,none,field,field,exact,field,recovered,recovered,unsupported
domain_taxonomy_v1,semiconductor_work,S07,common,yes,inputs,participant list,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,semiconductor_work,S07,common,yes,inputs,action-item list,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,outputs,meeting summary email,field,field,field,exact,scatter,carried,carried,unsupported
domain_taxonomy_v1,semiconductor_work,S07,common,yes,outputs,decision list,none,scatter,scatter,field,scatter,recovered,unsupported,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,outputs,action-item assignments,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,semiconductor_work,S07,common,yes,outputs,task tracker updates,none,none,none,none,none,missed,missed,missed
